gid	ftype
Zm00001d023887	subgenome1_retained
Zm00001d023885	subgenome1_retained
Zm00001d023880	subgenome1_retained
Zm00001d023881	subgenome1_fractionated
Zm00001d023882	subgenome1_fractionated
Zm00001d023877	subgenome1_retained
Zm00001d023874	subgenome1_fractionated
Zm00001d023873	subgenome1_fractionated
Zm00001d023869	subgenome1_fractionated
Zm00001d023870	subgenome1_fractionated
Zm00001d023868	subgenome1_retained
Zm00001d023867	subgenome1_retained
Zm00001d023865	subgenome1_fractionated
Zm00001d023863	subgenome1_fractionated
Zm00001d023859	subgenome1_fractionated
Zm00001d023853	subgenome1_retained
Zm00001d023856	subgenome1_retained
Zm00001d023858	subgenome1_fractionated
Zm00001d023841	subgenome1_fractionated
Zm00001d023843	subgenome1_fractionated
Zm00001d023839	subgenome1_fractionated
Zm00001d023838	subgenome1_retained
Zm00001d023833	subgenome1_fractionated
Zm00001d023830	subgenome1_retained
Zm00001d023825	subgenome1_retained
Zm00001d023824	subgenome1_fractionated
Zm00001d023820	subgenome1_retained
Zm00001d023817	subgenome1_retained
Zm00001d023815	subgenome1_retained
Zm00001d023810	subgenome1_fractionated
Zm00001d023808	subgenome1_fractionated
Zm00001d030613	subgenome1_retained
Zm00001d030614	subgenome1_retained
Zm00001d030617	subgenome1_retained
Zm00001d030618	subgenome1_fractionated
Zm00001d030620	subgenome1_retained
Zm00001d030622	subgenome1_retained
Zm00001d030623	subgenome1_fractionated
Zm00001d030624	subgenome1_fractionated
Zm00001d030626	subgenome1_retained
Zm00001d030627	subgenome1_retained
Zm00001d030638	subgenome1_retained
Zm00001d030639	subgenome1_fractionated
Zm00001d030640	subgenome1_fractionated
Zm00001d030642	subgenome1_retained
Zm00001d030643	subgenome1_fractionated
Zm00001d030644	subgenome1_retained
Zm00001d030646	subgenome1_fractionated
Zm00001d030638	subgenome1_fractionated
Zm00001d030652	subgenome1_fractionated
Zm00001d030656	subgenome1_retained
Zm00001d030659	subgenome1_retained
Zm00001d030665	subgenome1_retained
Zm00001d030666	subgenome1_fractionated
Zm00001d030667	subgenome1_fractionated
Zm00001d030675	subgenome1_fractionated
Zm00001d030677	subgenome1_retained
Zm00001d030678	subgenome1_retained
Zm00001d030682	subgenome1_fractionated
Zm00001d030683	subgenome1_fractionated
Zm00001d030688	subgenome1_fractionated
Zm00001d030690	subgenome1_retained
Zm00001d030691	subgenome1_retained
Zm00001d030694	subgenome1_retained
Zm00001d030696	subgenome1_fractionated
Zm00001d030698	subgenome1_fractionated
Zm00001d030701	subgenome1_fractionated
Zm00001d030707	subgenome1_fractionated
Zm00001d030712	subgenome1_fractionated
Zm00001d030725	subgenome1_retained
Zm00001d030727	subgenome1_retained
Zm00001d030732	subgenome1_retained
Zm00001d030733	subgenome1_fractionated
Zm00001d030735	subgenome1_retained
Zm00001d030737	subgenome1_fractionated
Zm00001d030739	subgenome1_fractionated
Zm00001d030741	subgenome1_fractionated
Zm00001d030742	subgenome1_fractionated
Zm00001d030744	subgenome1_retained
Zm00001d030745	subgenome1_fractionated
Zm00001d030750	subgenome1_retained
Zm00001d030751	subgenome1_retained
Zm00001d030759	subgenome1_fractionated
Zm00001d030760	subgenome1_retained
Zm00001d030760	subgenome1_fractionated
Zm00001d030762	subgenome1_fractionated
Zm00001d030765	subgenome1_fractionated
Zm00001d030766	subgenome1_retained
Zm00001d030770	subgenome1_fractionated
Zm00001d030773	subgenome1_retained
Zm00001d030774	subgenome1_fractionated
Zm00001d030775	subgenome1_retained
Zm00001d030782	subgenome1_retained
Zm00001d030784	subgenome1_fractionated
Zm00001d030795	subgenome1_fractionated
Zm00001d030791	subgenome1_retained
Zm00001d030790	subgenome1_retained
Zm00001d030796	subgenome1_retained
Zm00001d030832	subgenome1_fractionated
Zm00001d030833	subgenome1_retained
Zm00001d030834	subgenome1_retained
Zm00001d030843	subgenome1_fractionated
Zm00001d030837	subgenome1_fractionated
Zm00001d030846	subgenome1_fractionated
Zm00001d030849	subgenome1_retained
Zm00001d030841	subgenome1_fractionated
Zm00001d030851	subgenome1_fractionated
Zm00001d030855	subgenome1_fractionated
Zm00001d030856	subgenome1_fractionated
Zm00001d030858	subgenome1_retained
Zm00001d030859	subgenome1_fractionated
Zm00001d030860	subgenome1_fractionated
Zm00001d030862	subgenome1_fractionated
Zm00001d030863	subgenome1_fractionated
Zm00001d030864	subgenome1_fractionated
Zm00001d030868	subgenome1_fractionated
Zm00001d030877	subgenome1_fractionated
Zm00001d030888	subgenome1_retained
Zm00001d030891	subgenome1_fractionated
Zm00001d030892	subgenome1_fractionated
Zm00001d030893	subgenome1_fractionated
Zm00001d030901	subgenome1_fractionated
Zm00001d030894	subgenome1_retained
Zm00001d030895	subgenome1_retained
Zm00001d030897	subgenome1_fractionated
Zm00001d030900	subgenome1_fractionated
Zm00001d030907	subgenome1_fractionated
Zm00001d030901	subgenome1_retained
Zm00001d030910	subgenome1_fractionated
Zm00001d030910	subgenome1_retained
Zm00001d030911	subgenome1_retained
Zm00001d030914	subgenome1_retained
Zm00001d030915	subgenome1_fractionated
Zm00001d030916	subgenome1_fractionated
Zm00001d030934	subgenome1_fractionated
Zm00001d030935	subgenome1_fractionated
Zm00001d030942	subgenome1_fractionated
Zm00001d030937	subgenome1_fractionated
Zm00001d030938	subgenome1_retained
Zm00001d030939	subgenome1_retained
Zm00001d030940	subgenome1_fractionated
Zm00001d030944	subgenome1_fractionated
Zm00001d030945	subgenome1_retained
Zm00001d030950	subgenome1_fractionated
Zm00001d030951	subgenome1_fractionated
Zm00001d030953	subgenome1_fractionated
Zm00001d030954	subgenome1_fractionated
Zm00001d030955	subgenome1_retained
Zm00001d030960	subgenome1_retained
Zm00001d030962	subgenome1_fractionated
Zm00001d030967	subgenome1_fractionated
Zm00001d030968	subgenome1_fractionated
Zm00001d030969	subgenome1_retained
Zm00001d030971	subgenome1_fractionated
Zm00001d030975	subgenome1_retained
Zm00001d030976	subgenome1_fractionated
Zm00001d030982	subgenome1_fractionated
Zm00001d030985	subgenome1_retained
Zm00001d030987	subgenome1_retained
Zm00001d030989	subgenome1_retained
Zm00001d030990	subgenome1_retained
Zm00001d030993	subgenome1_retained
Zm00001d030995	subgenome1_fractionated
Zm00001d030996	subgenome1_retained
Zm00001d030997	subgenome1_fractionated
Zm00001d030999	subgenome1_retained
Zm00001d030998	subgenome1_retained
Zm00001d031002	subgenome1_fractionated
Zm00001d031005	subgenome1_retained
Zm00001d031008	subgenome1_retained
Zm00001d031009	subgenome1_retained
Zm00001d031013	subgenome1_fractionated
Zm00001d031014	subgenome1_fractionated
Zm00001d031017	subgenome1_fractionated
Zm00001d031018	subgenome1_fractionated
Zm00001d031019	subgenome1_retained
Zm00001d031023	subgenome1_fractionated
Zm00001d031024	subgenome1_fractionated
Zm00001d031026	subgenome1_fractionated
Zm00001d031028	subgenome1_fractionated
Zm00001d031045	subgenome1_fractionated
Zm00001d031040	subgenome1_fractionated
Zm00001d031041	subgenome1_fractionated
Zm00001d031044	subgenome1_fractionated
Zm00001d031047	subgenome1_fractionated
Zm00001d031049	subgenome1_retained
Zm00001d031050	subgenome1_retained
Zm00001d031053	subgenome1_retained
Zm00001d031058	subgenome1_fractionated
Zm00001d031057	subgenome1_fractionated
Zm00001d031059	subgenome1_retained
Zm00001d031060	subgenome1_fractionated
Zm00001d031061	subgenome1_retained
Zm00001d031062	subgenome1_fractionated
Zm00001d031063	subgenome1_retained
Zm00001d031064	subgenome1_retained
Zm00001d031065	subgenome1_fractionated
Zm00001d031066	subgenome1_fractionated
Zm00001d031068	subgenome1_fractionated
Zm00001d031071	subgenome1_fractionated
Zm00001d031072	subgenome1_fractionated
Zm00001d031073	subgenome1_fractionated
Zm00001d031074	subgenome1_retained
Zm00001d031075	subgenome1_fractionated
Zm00001d031077	subgenome1_fractionated
Zm00001d031079	subgenome1_fractionated
Zm00001d031081	subgenome1_fractionated
Zm00001d031078	subgenome1_retained
Zm00001d031088	subgenome1_retained
Zm00001d031090	subgenome1_fractionated
Zm00001d031091	subgenome1_fractionated
Zm00001d031092	subgenome1_fractionated
Zm00001d031094	subgenome1_retained
Zm00001d031098	subgenome1_fractionated
Zm00001d031099	subgenome1_fractionated
Zm00001d031100	subgenome1_retained
Zm00001d031101	subgenome1_retained
Zm00001d031109	subgenome1_retained
Zm00001d031114	subgenome1_fractionated
Zm00001d031118	subgenome1_fractionated
Zm00001d031119	subgenome1_fractionated
Zm00001d031120	subgenome1_fractionated
Zm00001d031127	subgenome1_fractionated
Zm00001d031128	subgenome1_fractionated
Zm00001d031129	subgenome1_fractionated
Zm00001d031130	subgenome1_fractionated
Zm00001d031131	subgenome1_fractionated
Zm00001d031132	subgenome1_fractionated
Zm00001d031134	subgenome1_fractionated
Zm00001d031135	subgenome1_fractionated
Zm00001d031136	subgenome1_fractionated
Zm00001d031146	subgenome1_fractionated
Zm00001d031148	subgenome1_fractionated
Zm00001d031149	subgenome1_fractionated
Zm00001d031152	subgenome1_fractionated
Zm00001d031157	subgenome1_fractionated
Zm00001d031155	subgenome1_fractionated
Zm00001d031158	subgenome1_fractionated
Zm00001d031161	subgenome1_fractionated
Zm00001d031163	subgenome1_fractionated
Zm00001d031164	subgenome1_fractionated
Zm00001d031180	subgenome1_fractionated
Zm00001d031179	subgenome1_fractionated
Zm00001d031178	subgenome1_fractionated
Zm00001d031175	subgenome1_retained
Zm00001d031168	subgenome1_retained
Zm00001d031167	subgenome1_fractionated
Zm00001d031201	subgenome1_retained
Zm00001d031200	subgenome1_fractionated
Zm00001d031199	subgenome1_fractionated
Zm00001d031196	subgenome1_fractionated
Zm00001d031195	subgenome1_fractionated
Zm00001d031194	subgenome1_fractionated
Zm00001d031192	subgenome1_fractionated
Zm00001d031191	subgenome1_fractionated
Zm00001d031189	subgenome1_fractionated
Zm00001d031187	subgenome1_retained
Zm00001d031186	subgenome1_fractionated
Zm00001d031184	subgenome1_fractionated
Zm00001d031183	subgenome1_fractionated
Zm00001d031182	subgenome1_fractionated
Zm00001d031202	subgenome1_fractionated
Zm00001d031203	subgenome1_retained
Zm00001d031204	subgenome1_retained
Zm00001d031205	subgenome1_retained
Zm00001d031210	subgenome1_retained
Zm00001d031210	subgenome1_fractionated
Zm00001d031211	subgenome1_retained
Zm00001d031212	subgenome1_fractionated
Zm00001d031213	subgenome1_fractionated
Zm00001d031216	subgenome1_fractionated
Zm00001d031217	subgenome1_retained
Zm00001d031220	subgenome1_fractionated
Zm00001d031221	subgenome1_fractionated
Zm00001d031223	subgenome1_fractionated
Zm00001d031224	subgenome1_fractionated
Zm00001d031225	subgenome1_fractionated
Zm00001d031227	subgenome1_fractionated
Zm00001d031228	subgenome1_fractionated
Zm00001d031230	subgenome1_fractionated
Zm00001d031231	subgenome1_retained
Zm00001d031230	subgenome1_retained
Zm00001d031232	subgenome1_fractionated
Zm00001d035776	subgenome1_fractionated
Zm00001d035775	subgenome1_fractionated
Zm00001d035774	subgenome1_fractionated
Zm00001d035773	subgenome1_fractionated
Zm00001d035772	subgenome1_retained
Zm00001d035767	subgenome1_fractionated
Zm00001d035766	subgenome1_retained
Zm00001d035765	subgenome1_retained
Zm00001d035764	subgenome1_retained
Zm00001d035763	subgenome1_fractionated
Zm00001d035762	subgenome1_fractionated
Zm00001d035761	subgenome1_retained
Zm00001d035760	subgenome1_fractionated
Zm00001d035759	subgenome1_fractionated
Zm00001d035751	subgenome1_retained
Zm00001d035757	subgenome1_fractionated
Zm00001d035756	subgenome1_fractionated
Zm00001d035753	subgenome1_fractionated
Zm00001d035750	subgenome1_fractionated
Zm00001d035747	subgenome1_retained
Zm00001d035741	subgenome1_retained
Zm00001d035737	subgenome1_fractionated
Zm00001d035736	subgenome1_fractionated
Zm00001d035731	subgenome1_retained
Zm00001d035723	subgenome1_fractionated
Zm00001d035722	subgenome1_retained
Zm00001d035721	subgenome1_fractionated
Zm00001d035713	subgenome1_retained
Zm00001d035714	subgenome1_retained
Zm00001d035702	subgenome1_fractionated
Zm00001d035701	subgenome1_fractionated
Zm00001d035700	subgenome1_fractionated
Zm00001d035698	subgenome1_fractionated
Zm00001d035696	subgenome1_fractionated
Zm00001d035695	subgenome1_fractionated
Zm00001d035694	subgenome1_fractionated
Zm00001d035693	subgenome1_fractionated
Zm00001d035689	subgenome1_fractionated
Zm00001d035685	subgenome1_retained
Zm00001d035682	subgenome1_fractionated
Zm00001d035683	subgenome1_retained
Zm00001d035681	subgenome1_retained
Zm00001d035680	subgenome1_retained
Zm00001d035679	subgenome1_retained
Zm00001d035677	subgenome1_retained
Zm00001d035672	subgenome1_retained
Zm00001d035671	subgenome1_retained
Zm00001d035670	subgenome1_retained
Zm00001d035669	subgenome1_fractionated
Zm00001d035666	subgenome1_fractionated
Zm00001d035664	subgenome1_retained
Zm00001d035658	subgenome1_fractionated
Zm00001d035657	subgenome1_retained
Zm00001d035652	subgenome1_fractionated
Zm00001d035651	subgenome1_retained
Zm00001d035649	subgenome1_fractionated
Zm00001d035638	subgenome1_retained
Zm00001d035646	subgenome1_fractionated
Zm00001d035637	subgenome1_retained
Zm00001d035634	subgenome1_retained
Zm00001d035631	subgenome1_fractionated
Zm00001d035629	subgenome1_fractionated
Zm00001d035628	subgenome1_fractionated
Zm00001d035619	subgenome1_fractionated
Zm00001d035616	subgenome1_fractionated
Zm00001d035612	subgenome1_fractionated
Zm00001d035610	subgenome1_retained
Zm00001d035609	subgenome1_fractionated
Zm00001d035608	subgenome1_fractionated
Zm00001d035605	subgenome1_fractionated
Zm00001d035603	subgenome1_retained
Zm00001d035601	subgenome1_retained
Zm00001d035599	subgenome1_retained
Zm00001d035598	subgenome1_fractionated
Zm00001d035597	subgenome1_retained
Zm00001d035595	subgenome1_retained
Zm00001d035593	subgenome1_fractionated
Zm00001d035588	subgenome1_fractionated
Zm00001d035589	subgenome1_fractionated
Zm00001d035579	subgenome1_fractionated
Zm00001d035574	subgenome1_fractionated
Zm00001d035569	subgenome1_fractionated
Zm00001d035558	subgenome1_retained
Zm00001d035560	subgenome1_retained
Zm00001d035562	subgenome1_retained
Zm00001d035556	subgenome1_fractionated
Zm00001d035553	subgenome1_retained
Zm00001d035552	subgenome1_retained
Zm00001d035548	subgenome1_fractionated
Zm00001d035542	subgenome1_fractionated
Zm00001d035540	subgenome1_fractionated
Zm00001d035535	subgenome1_retained
Zm00001d035527	subgenome1_retained
Zm00001d035526	subgenome1_fractionated
Zm00001d035519	subgenome1_fractionated
Zm00001d035515	subgenome1_retained
Zm00001d035514	subgenome1_fractionated
Zm00001d035512	subgenome1_retained
Zm00001d035509	subgenome1_fractionated
Zm00001d035506	subgenome1_fractionated
Zm00001d035505	subgenome1_fractionated
Zm00001d035503	subgenome1_fractionated
Zm00001d035501	subgenome1_retained
Zm00001d035498	subgenome1_retained
Zm00001d035494	subgenome1_retained
Zm00001d035492	subgenome1_retained
Zm00001d035491	subgenome1_fractionated
Zm00001d035487	subgenome1_retained
Zm00001d035486	subgenome1_fractionated
Zm00001d035476	subgenome1_retained
Zm00001d035475	subgenome1_retained
Zm00001d035473	subgenome1_retained
Zm00001d035474	subgenome1_retained
Zm00001d035470	subgenome1_retained
Zm00001d035467	subgenome1_retained
Zm00001d035462	subgenome1_fractionated
Zm00001d035457	subgenome1_fractionated
Zm00001d035456	subgenome1_fractionated
Zm00001d035455	subgenome1_retained
Zm00001d035454	subgenome1_fractionated
Zm00001d035450	subgenome1_retained
Zm00001d035447	subgenome1_retained
Zm00001d035445	subgenome1_retained
Zm00001d035443	subgenome1_fractionated
Zm00001d035442	subgenome1_fractionated
Zm00001d035440	subgenome1_fractionated
Zm00001d035439	subgenome1_retained
Zm00001d035783	subgenome1_fractionated
Zm00001d035789	subgenome1_retained
Zm00001d035791	subgenome1_fractionated
Zm00001d035802	subgenome1_fractionated
Zm00001d035803	subgenome1_retained
Zm00001d035812	subgenome1_retained
Zm00001d035817	subgenome1_fractionated
Zm00001d037593	subgenome1_fractionated
Zm00001d037596	subgenome1_retained
Zm00001d037599	subgenome1_retained
Zm00001d037601	subgenome1_retained
Zm00001d037602	subgenome1_fractionated
Zm00001d037603	subgenome1_retained
Zm00001d037604	subgenome1_fractionated
Zm00001d037605	subgenome1_fractionated
Zm00001d037606	subgenome1_retained
Zm00001d037590	subgenome1_fractionated
Zm00001d037586	subgenome1_retained
Zm00001d037582	subgenome1_retained
Zm00001d037577	subgenome1_fractionated
Zm00001d037576	subgenome1_fractionated
Zm00001d037574	subgenome1_retained
Zm00001d037573	subgenome1_fractionated
Zm00001d037569	subgenome1_fractionated
Zm00001d037567	subgenome1_fractionated
Zm00001d037565	subgenome1_fractionated
Zm00001d037557	subgenome1_fractionated
Zm00001d037556	subgenome1_retained
Zm00001d037554	subgenome1_fractionated
Zm00001d037553	subgenome1_fractionated
Zm00001d037551	subgenome1_fractionated
Zm00001d037550	subgenome1_fractionated
Zm00001d037546	subgenome1_fractionated
Zm00001d037544	subgenome1_fractionated
Zm00001d037543	subgenome1_fractionated
Zm00001d037540	subgenome1_retained
Zm00001d037538	subgenome1_retained
Zm00001d037537	subgenome1_retained
Zm00001d037536	subgenome1_fractionated
Zm00001d037533	subgenome1_fractionated
Zm00001d037532	subgenome1_fractionated
Zm00001d037530	subgenome1_fractionated
Zm00001d037529	subgenome1_fractionated
Zm00001d037528	subgenome1_fractionated
Zm00001d037521	subgenome1_fractionated
Zm00001d037522	subgenome1_fractionated
Zm00001d037519	subgenome1_fractionated
Zm00001d037518	subgenome1_fractionated
Zm00001d037515	subgenome1_retained
Zm00001d037513	subgenome1_fractionated
Zm00001d037512	subgenome1_fractionated
Zm00001d037509	subgenome1_fractionated
Zm00001d037505	subgenome1_retained
Zm00001d037503	subgenome1_retained
Zm00001d037499	subgenome1_fractionated
Zm00001d037498	subgenome1_fractionated
Zm00001d037674	subgenome1_fractionated
Zm00001d037672	subgenome1_retained
Zm00001d037668	subgenome1_fractionated
Zm00001d037666	subgenome1_retained
Zm00001d037664	subgenome1_fractionated
Zm00001d037663	subgenome1_retained
Zm00001d037659	subgenome1_fractionated
Zm00001d037643	subgenome1_fractionated
Zm00001d037640	subgenome1_retained
Zm00001d037637	subgenome1_retained
Zm00001d037636	subgenome1_retained
Zm00001d037635	subgenome1_retained
Zm00001d037632	subgenome1_fractionated
Zm00001d037631	subgenome1_fractionated
Zm00001d037630	subgenome1_fractionated
Zm00001d037627	subgenome1_fractionated
Zm00001d037626	subgenome1_fractionated
Zm00001d037625	subgenome1_fractionated
Zm00001d037624	subgenome1_fractionated
Zm00001d037623	subgenome1_retained
Zm00001d037620	subgenome1_fractionated
Zm00001d037619	subgenome1_retained
Zm00001d037703	subgenome1_retained
Zm00001d037704	subgenome1_fractionated
Zm00001d037708	subgenome1_fractionated
Zm00001d037711	subgenome1_retained
Zm00001d037712	subgenome1_fractionated
Zm00001d037713	subgenome1_fractionated
Zm00001d037714	subgenome1_fractionated
Zm00001d037717	subgenome1_retained
Zm00001d037700	subgenome1_retained
Zm00001d037701	subgenome1_fractionated
Zm00001d037617	subgenome1_fractionated
Zm00001d037616	subgenome1_fractionated
Zm00001d037615	subgenome1_fractionated
Zm00001d037613	subgenome1_retained
Zm00001d037611	subgenome1_fractionated
Zm00001d037612	subgenome1_fractionated
Zm00001d037607	subgenome1_retained
Zm00001d037696	subgenome1_fractionated
Zm00001d037695	subgenome1_fractionated
Zm00001d037694	subgenome1_fractionated
Zm00001d037693	subgenome1_retained
Zm00001d037691	subgenome1_retained
Zm00001d037689	subgenome1_fractionated
Zm00001d037688	subgenome1_retained
Zm00001d037687	subgenome1_retained
Zm00001d037684	subgenome1_fractionated
Zm00001d037682	subgenome1_fractionated
Zm00001d037680	subgenome1_retained
Zm00001d037681	subgenome1_retained
Zm00001d037675	subgenome1_fractionated
Zm00001d037770	subgenome1_retained
Zm00001d037769	subgenome1_retained
Zm00001d037767	subgenome1_fractionated
Zm00001d037766	subgenome1_retained
Zm00001d037762	subgenome1_retained
Zm00001d037760	subgenome1_fractionated
Zm00001d037759	subgenome1_fractionated
Zm00001d037757	subgenome1_retained
Zm00001d037756	subgenome1_fractionated
Zm00001d037753	subgenome1_fractionated
Zm00001d037751	subgenome1_retained
Zm00001d037749	subgenome1_retained
Zm00001d037748	subgenome1_retained
Zm00001d037747	subgenome1_fractionated
Zm00001d037745	subgenome1_fractionated
Zm00001d037744	subgenome1_retained
Zm00001d037743	subgenome1_retained
Zm00001d037742	subgenome1_fractionated
Zm00001d037738	subgenome1_fractionated
Zm00001d037737	subgenome1_fractionated
Zm00001d037735	subgenome1_fractionated
Zm00001d037734	subgenome1_fractionated
Zm00001d037733	subgenome1_fractionated
Zm00001d037730	subgenome1_retained
Zm00001d037732	subgenome1_retained
Zm00001d037729	subgenome1_retained
Zm00001d037736	subgenome1_fractionated
Zm00001d037728	subgenome1_retained
Zm00001d037725	subgenome1_retained
Zm00001d037724	subgenome1_fractionated
Zm00001d037722	subgenome1_fractionated
Zm00001d037771	subgenome1_retained
Zm00001d037772	subgenome1_retained
Zm00001d037774	subgenome1_retained
Zm00001d037775	subgenome1_fractionated
Zm00001d037777	subgenome1_fractionated
Zm00001d037778	subgenome1_fractionated
Zm00001d037779	subgenome1_retained
Zm00001d037781	subgenome1_retained
Zm00001d037782	subgenome1_fractionated
Zm00001d037783	subgenome1_fractionated
Zm00001d037790	subgenome1_retained
Zm00001d037789	subgenome1_fractionated
Zm00001d037787	subgenome1_fractionated
Zm00001d037784	subgenome1_fractionated
Zm00001d037847	subgenome1_fractionated
Zm00001d037848	subgenome1_fractionated
Zm00001d037797	subgenome1_fractionated
Zm00001d037803	subgenome1_fractionated
Zm00001d037829	subgenome1_fractionated
Zm00001d037794	subgenome1_fractionated
Zm00001d037802	subgenome1_fractionated
Zm00001d037839	subgenome1_fractionated
Zm00001d037831	subgenome1_fractionated
Zm00001d037854	subgenome1_fractionated
Zm00001d037792	subgenome1_fractionated
Zm00001d037846	subgenome1_fractionated
Zm00001d037860	subgenome1_fractionated
Zm00001d037858	subgenome1_fractionated
Zm00001d037859	subgenome1_fractionated
Zm00001d037856	subgenome1_fractionated
Zm00001d037808	subgenome1_fractionated
Zm00001d038048	subgenome1_fractionated
Zm00001d038045	subgenome1_fractionated
Zm00001d038046	subgenome1_fractionated
Zm00001d038039	subgenome1_fractionated
Zm00001d038038	subgenome1_fractionated
Zm00001d038030	subgenome1_fractionated
Zm00001d038029	subgenome1_fractionated
Zm00001d038027	subgenome1_fractionated
Zm00001d038023	subgenome1_fractionated
Zm00001d038003	subgenome1_fractionated
Zm00001d038004	subgenome1_fractionated
Zm00001d038005	subgenome1_fractionated
Zm00001d038006	subgenome1_fractionated
Zm00001d038007	subgenome1_fractionated
Zm00001d038001	subgenome1_fractionated
Zm00001d038010	subgenome1_fractionated
Zm00001d038012	subgenome1_fractionated
Zm00001d038015	subgenome1_fractionated
Zm00001d038013	subgenome1_fractionated
Zm00001d038016	subgenome1_retained
Zm00001d038018	subgenome1_retained
Zm00001d038020	subgenome1_fractionated
Zm00001d038021	subgenome1_retained
Zm00001d038022	subgenome1_fractionated
Zm00001d038002	subgenome1_fractionated
Zm00001d037994	subgenome1_fractionated
Zm00001d037993	subgenome1_retained
Zm00001d037992	subgenome1_retained
Zm00001d037988	subgenome1_fractionated
Zm00001d037985	subgenome1_fractionated
Zm00001d037984	subgenome1_fractionated
Zm00001d037982	subgenome1_fractionated
Zm00001d037981	subgenome1_fractionated
Zm00001d037978	subgenome1_fractionated
Zm00001d037976	subgenome1_fractionated
Zm00001d037975	subgenome1_fractionated
Zm00001d037974	subgenome1_fractionated
Zm00001d037973	subgenome1_fractionated
Zm00001d037972	subgenome1_fractionated
Zm00001d037971	subgenome1_fractionated
Zm00001d037970	subgenome1_fractionated
Zm00001d037968	subgenome1_fractionated
Zm00001d037969	subgenome1_fractionated
Zm00001d037967	subgenome1_fractionated
Zm00001d037966	subgenome1_fractionated
Zm00001d037961	subgenome1_fractionated
Zm00001d037958	subgenome1_fractionated
Zm00001d037950	subgenome1_fractionated
Zm00001d037949	subgenome1_retained
Zm00001d037946	subgenome1_fractionated
Zm00001d037945	subgenome1_retained
Zm00001d037949	subgenome1_fractionated
Zm00001d037943	subgenome1_retained
Zm00001d037941	subgenome1_fractionated
Zm00001d037939	subgenome1_fractionated
Zm00001d037937	subgenome1_retained
Zm00001d037936	subgenome1_fractionated
Zm00001d037935	subgenome1_retained
Zm00001d037934	subgenome1_retained
Zm00001d037932	subgenome1_fractionated
Zm00001d037925	subgenome1_fractionated
Zm00001d037920	subgenome1_fractionated
Zm00001d037918	subgenome1_fractionated
Zm00001d037917	subgenome1_fractionated
Zm00001d037916	subgenome1_fractionated
Zm00001d037915	subgenome1_fractionated
Zm00001d037914	subgenome1_fractionated
Zm00001d037909	subgenome1_fractionated
Zm00001d037890	subgenome1_fractionated
Zm00001d037891	subgenome1_fractionated
Zm00001d037892	subgenome1_fractionated
Zm00001d037894	subgenome1_fractionated
Zm00001d037897	subgenome1_fractionated
Zm00001d037898	subgenome1_fractionated
Zm00001d037899	subgenome1_fractionated
Zm00001d037900	subgenome1_fractionated
Zm00001d037901	subgenome1_fractionated
Zm00001d037902	subgenome1_fractionated
Zm00001d037872	subgenome1_fractionated
Zm00001d037871	subgenome1_fractionated
Zm00001d037868	subgenome1_fractionated
Zm00001d037867	subgenome1_fractionated
Zm00001d037864	subgenome1_fractionated
Zm00001d037861	subgenome1_fractionated
Zm00001d038049	subgenome1_fractionated
Zm00001d038051	subgenome1_fractionated
Zm00001d038052	subgenome1_fractionated
Zm00001d038054	subgenome1_fractionated
Zm00001d038056	subgenome1_fractionated
Zm00001d038057	subgenome1_fractionated
Zm00001d037926	subgenome1_fractionated
Zm00001d038059	subgenome1_fractionated
Zm00001d038060	subgenome1_fractionated
Zm00001d038061	subgenome1_retained
Zm00001d038062	subgenome1_fractionated
Zm00001d038063	subgenome1_fractionated
Zm00001d038064	subgenome1_fractionated
Zm00001d038065	subgenome1_retained
Zm00001d038066	subgenome1_retained
Zm00001d038068	subgenome1_fractionated
Zm00001d038070	subgenome1_retained
Zm00001d038082	subgenome1_fractionated
Zm00001d038081	subgenome1_retained
Zm00001d038080	subgenome1_fractionated
Zm00001d038076	subgenome1_fractionated
Zm00001d038075	subgenome1_fractionated
Zm00001d038072	subgenome1_retained
Zm00001d038071	subgenome1_fractionated
Zm00001d038084	subgenome1_fractionated
Zm00001d038085	subgenome1_fractionated
Zm00001d038087	subgenome1_fractionated
Zm00001d038088	subgenome1_retained
Zm00001d038089	subgenome1_fractionated
Zm00001d038091	subgenome1_fractionated
Zm00001d038092	subgenome1_retained
Zm00001d038097	subgenome1_fractionated
Zm00001d038098	subgenome1_fractionated
Zm00001d038100	subgenome1_fractionated
Zm00001d038101	subgenome1_fractionated
Zm00001d038104	subgenome1_fractionated
Zm00001d038105	subgenome1_retained
Zm00001d038106	subgenome1_retained
Zm00001d038107	subgenome1_fractionated
Zm00001d038108	subgenome1_fractionated
Zm00001d038109	subgenome1_retained
Zm00001d038113	subgenome1_fractionated
Zm00001d038114	subgenome1_retained
Zm00001d038115	subgenome1_fractionated
Zm00001d038117	subgenome1_retained
Zm00001d038118	subgenome1_fractionated
Zm00001d038121	subgenome1_retained
Zm00001d038122	subgenome1_fractionated
Zm00001d038123	subgenome1_retained
Zm00001d038125	subgenome1_fractionated
Zm00001d038127	subgenome1_fractionated
Zm00001d038128	subgenome1_fractionated
Zm00001d038130	subgenome1_fractionated
Zm00001d038131	subgenome1_retained
Zm00001d038133	subgenome1_fractionated
Zm00001d038134	subgenome1_retained
Zm00001d038135	subgenome1_fractionated
Zm00001d038136	subgenome1_retained
Zm00001d038139	subgenome1_fractionated
Zm00001d038142	subgenome1_fractionated
